o_p_q_r_s_t_u_v_w_x_y_z_{_|_}_~_
AwakerTalent_44853_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44887_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44859_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44853_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44865_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44863_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44868_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44849_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44880_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44884_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44857_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44879_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44878_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44869_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44882_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44860_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44877_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_7|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44867_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44850_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44852_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44874_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_6|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44854_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44885_TalentDesc_2|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_4|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44870_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44883_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44861_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44888_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_5|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_8|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_9|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44885_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_1|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44871_TalentDesc_10|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44870_TalentDesc_12|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44870_TalentDesc_3|探索开始后，获得 [Arg1] 点狂气。
AwakerTalent_44861_TalentDesc_11|探索开始后，获得 [Arg1] 点狂气。
